time,edges,degree_variability,transitivity,average_degree
0,254,0.9095340315262037,0.49893162393162394,6.597402597402597
20,270,0.8550904620078131,0.4597739361702128,7.012987012987013
40,288,0.7908972259831877,0.43963907902924704,7.48051948051948
60,302,0.7453531321528186,0.4238841265149276,7.8441558441558445
80,322,0.6931486395117045,0.4035470668485675,8.363636363636363
100,336,0.665735957478162,0.3757700205338809,8.727272727272727
120,348,0.6380151647952057,0.35311427170181464,9.03896103896104
140,356,0.6160112999994843,0.34121863799283153,9.246753246753247
160,376,0.5889921742680684,0.3295404814004376,9.766233766233766
180,394,0.5560953670502573,0.3218014329580348,10.233766233766234
200,406,0.5350188000043337,0.3128798274848069,10.545454545454545
220,422,0.5159704343225819,0.2980680772769089,10.96103896103896
240,440,0.48696065736174393,0.2952776336274001,11.428571428571429
260,446,0.46753045807994137,0.2887179487179487,11.584415584415584
280,460,0.4493799550996558,0.28115847705824926,11.948051948051948
300,474,0.4357855258621022,0.2740340030911901,12.311688311688311
320,490,0.42162741763349737,0.2726477024070022,12.727272727272727
340,506,0.4055382196995138,0.2685824813484388,13.142857142857142
360,520,0.387319818769753,0.2663755458515284,13.506493506493506
380,532,0.38288924627228915,0.26668355071546157,13.818181818181818
400,540,0.3803966956882447,0.26605166051660517,14.025974025974026
420,554,0.36553349364503573,0.2620535188023105,14.38961038961039
440,566,0.357600402924003,0.26023358657444157,14.7012987012987
460,578,0.34343541077057294,0.2578099309437685,15.012987012987013
480,592,0.3332672239349469,0.2589792060491493,15.376623376623376
500,606,0.32514323200257794,0.259229453777286,15.74025974025974
520,620,0.3225221721197551,0.25954051715851195,16.103896103896105
540,630,0.3145361356023299,0.26077203476960464,16.363636363636363
560,642,0.3096438440813933,0.26348061316501353,16.675324675324674
580,652,0.31090928082409447,0.2663000785545954,16.935064935064936
600,664,0.29963446061315396,0.26506431956668924,17.246753246753247
620,670,0.28742680453663233,0.26328118463983935,17.4025974025974
640,678,0.27896193851784945,0.26527766385038143,17.61038961038961
